time,driver,drivernumber,laptime,lapnumber,stint,pitouttime,pitintime,sector1time,sector2time,sector3time,sector1sessiontime,sector2sessiontime,sector3sessiontime,speedi1,speedi2,speedfl,speedst,ispersonalbest,compound,tyrelife,freshtyre,team,lapstarttime,lapstartdate,trackstatus,position,deleted,deletedreason,fastf1generated,isaccurate,lapstartdate_dt,time_s,time_td,laptime_s,laptime_td,pitouttime_s,pitouttime_td,pitintime_s,pitintime_td,sector1time_s,sector1time_td,sector2time_s,sector2time_td,sector3time_s,sector3time_td,sector1sessiontime_s,sector1sessiontime_td,sector2sessiontime_s,sector2sessiontime_td,sector3sessiontime_s,sector3sessiontime_td,lapstarttime_s,lapstarttime_td,pit_in_td,pit_out_td,pit_duration_s,grand_prix
0 days 01:02:58.701000,OCO,31,0 days 00:01:30.914000,11.0,4.0,nan,nan,0 days 00:00:29.111000,0 days 00:00:39.107000,0 days 00:00:22.696000,0 days 01:01:56.898000,0 days 01:02:36.005000,0 days 01:02:58.701000,241.0,269.0,287.0,320.0,True,SOFT,2.0,True,Alpine,0 days 01:01:27.787000,2023-03-04 15:46:28.784,1,,False,nan,False,True,2023-03-04 15:46:28.784,3778.701,0 days 01:02:58.701000,90.914,0 days 00:01:30.914000,,,,,29.111,0 days 00:00:29.111000,39.107,0 days 00:00:39.107000,22.696,0 days 00:00:22.696000,3716.898,0 days 01:01:56.898000,3756.005,0 days 01:02:36.005000,3778.701,0 days 01:02:58.701000,3687.787,0 days 01:01:27.787000,,,,Bahrain GP 2023
0 days 01:05:03.335000,OCO,31,0 days 00:02:04.634000,12.0,4.0,nan,0 days 01:05:01.574000,0 days 00:00:37.008000,0 days 00:00:53.600000,0 days 00:00:34.026000,0 days 01:03:35.709000,0 days 01:04:29.309000,0 days 01:05:03.335000,164.0,158.0,,265.0,False,SOFT,3.0,True,Alpine,0 days 01:02:58.701000,2023-03-04 15:47:59.698,1,,False,nan,False,False,2023-03-04 15:47:59.698,3903.335,0 days 01:05:03.335000,124.634,0 days 00:02:04.634000,,,3901.574,0 days 01:05:01.574000,37.008,0 days 00:00:37.008000,53.6,0 days 00:00:53.600000,34.026,0 days 00:00:34.026000,3815.709,0 days 01:03:35.709000,3869.309,0 days 01:04:29.309000,3903.335,0 days 01:05:03.335000,3778.701,0 days 01:02:58.701000,0 days 01:05:01.574000,,,Bahrain GP 2023
0 days 01:22:02.846000,OCO,31,nan,13.0,5.0,0 days 01:20:01.167000,nan,nan,0 days 00:00:56.871000,0 days 00:00:27.161000,nan,0 days 01:21:35.743000,0 days 01:22:03.009000,144.0,152.0,289.0,132.0,False,SOFT,1.0,False,Alpine,0 days 01:05:03.335000,2023-03-04 15:50:04.332,1,,False,nan,False,False,2023-03-04 15:50:04.332,4922.846,0 days 01:22:02.846000,,,4801.167,0 days 01:20:01.167000,,,,,56.871,0 days 00:00:56.871000,27.161,0 days 00:00:27.161000,,,4895.743,0 days 01:21:35.743000,4923.009,0 days 01:22:03.009000,3903.335,0 days 01:05:03.335000,,0 days 01:20:01.167000,,Bahrain GP 2023
0 days 01:23:33.830000,OCO,31,0 days 00:01:30.984000,14.0,5.0,nan,nan,0 days 00:00:29.026000,0 days 00:00:39.104000,0 days 00:00:22.854000,0 days 01:22:31.872000,0 days 01:23:10.976000,0 days 01:23:33.830000,242.0,270.0,286.0,320.0,True,SOFT,2.0,False,Alpine,0 days 01:22:02.846000,2023-03-04 16:07:03.843,1,,False,nan,False,True,2023-03-04 16:07:03.843,5013.83,0 days 01:23:33.830000,90.984,0 days 00:01:30.984000,,,,,29.026,0 days 00:00:29.026000,39.104,0 days 00:00:39.104000,22.854,0 days 00:00:22.854000,4951.872,0 days 01:22:31.872000,4990.976,0 days 01:23:10.976000,5013.83,0 days 01:23:33.830000,4922.846,0 days 01:22:02.846000,,,,Bahrain GP 2023
0 days 01:25:38.161000,OCO,31,nan,15.0,5.0,nan,0 days 01:25:38.161000,0 days 00:00:42.909000,0 days 00:00:50.232000,nan,0 days 01:24:16.725000,0 days 01:25:06.958000,nan,123.0,189.0,,238.0,False,SOFT,3.0,False,Alpine,0 days 01:23:33.830000,2023-03-04 16:08:34.827,1,,False,nan,False,False,2023-03-04 16:08:34.827,5138.161,0 days 01:25:38.161000,,,,,5138.161,0 days 01:25:38.161000,42.909,0 days 00:00:42.909000,50.232,0 days 00:00:50.232000,,,5056.725,0 days 01:24:16.725000,5106.958,0 days 01:25:06.958000,,,5013.83,0 days 01:23:33.830000,0 days 01:25:38.161000,,,Bahrain GP 2023
0 days 00:18:20.598000,HUL,27,nan,1.0,1.0,0 days 00:16:17.814000,nan,nan,0 days 00:00:57.378000,0 days 00:00:28.942000,nan,0 days 00:17:51.656000,0 days 00:18:20.890000,169.0,152.0,285.0,181.0,False,SOFT,1.0,True,Haas F1 Team,0 days 00:16:17.814000,2023-03-04 15:01:18.811,1,,False,nan,False,False,2023-03-04 15:01:18.811,1100.598,0 days 00:18:20.598000,,,977.814,0 days 00:16:17.814000,,,,,57.378,0 days 00:00:57.378000,28.942,0 days 00:00:28.942000,,,1071.656,0 days 00:17:51.656000,1100.89,0 days 00:18:20.890000,977.814,0 days 00:16:17.814000,,0 days 00:16:17.814000,,Bahrain GP 2023
0 days 00:27:12.240000,HUL,27,nan,2.0,1.0,nan,0 days 00:20:02.810000,0 days 00:00:29.705000,0 days 00:00:39.692000,nan,0 days 00:18:50.343000,0 days 00:19:30.014000,nan,240.0,270.0,,317.0,False,SOFT,2.0,True,Haas F1 Team,0 days 00:18:20.598000,2023-03-04 15:03:21.595,15,,False,nan,False,False,2023-03-04 15:03:21.595,1632.24,0 days 00:27:12.240000,,,,,1202.81,0 days 00:20:02.810000,29.705,0 days 00:00:29.705000,39.692,0 days 00:00:39.692000,,,1130.343,0 days 00:18:50.343000,1170.014,0 days 00:19:30.014000,,,1100.598,0 days 00:18:20.598000,0 days 00:20:02.810000,,,Bahrain GP 2023
0 days 00:29:25.406000,HUL,27,nan,3.0,2.0,0 days 00:27:12.240000,nan,nan,0 days 00:00:59.401000,0 days 00:00:36.723000,nan,0 days 00:28:48.691000,0 days 00:29:25.566000,165.0,164.0,285.0,149.0,False,SOFT,3.0,False,Haas F1 Team,0 days 00:27:12.240000,2023-03-04 15:12:13.237,1,,False,nan,False,False,2023-03-04 15:12:13.237,1765.406,0 days 00:29:25.406000,,,1632.24,0 days 00:27:12.240000,,,,,59.401,0 days 00:00:59.401000,36.723,0 days 00:00:36.723000,,,1728.691,0 days 00:28:48.691000,1765.566,0 days 00:29:25.566000,1632.24,0 days 00:27:12.240000,,0 days 00:27:12.240000,,Bahrain GP 2023
0 days 00:30:57.766000,HUL,27,0 days 00:01:32.360000,4.0,2.0,nan,nan,0 days 00:00:29.533000,0 days 00:00:39.687000,0 days 00:00:23.140000,0 days 00:29:54.939000,0 days 00:30:34.626000,0 days 00:30:57.766000,240.0,271.0,286.0,317.0,True,SOFT,4.0,False,Haas F1 Team,0 days 00:29:25.406000,2023-03-04 15:14:26.403,1,,False,nan,False,True,2023-03-04 15:14:26.403,1857.766,0 days 00:30:57.766000,92.36,0 days 00:01:32.360000,,,,,29.533,0 days 00:00:29.533000,39.687,0 days 00:00:39.687000,23.14,0 days 00:00:23.140000,1794.939,0 days 00:29:54.939000,1834.626,0 days 00:30:34.626000,1857.766,0 days 00:30:57.766000,1765.406,0 days 00:29:25.406000,,,,Bahrain GP 2023
0 days 00:32:47.191000,HUL,27,0 days 00:01:49.425000,5.0,2.0,nan,0 days 00:32:45.375000,0 days 00:00:34.139000,0 days 00:00:45.704000,0 days 00:00:29.582000,0 days 00:31:31.905000,0 days 00:32:17.609000,0 days 00:32:47.191000,205.0,190.0,,241.0,False,SOFT,5.0,False,Haas F1 Team,0 days 00:30:57.766000,2023-03-04 15:15:58.763,1,,False,nan,False,False,2023-03-04 15:15:58.763,1967.191,0 days 00:32:47.191000,109.425,0 days 00:01:49.425000,,,1965.375,0 days 00:32:45.375000,34.139,0 days 00:00:34.139000,45.704,0 days 00:00:45.704000,29.582,0 days 00:00:29.582000,1891.905,0 days 00:31:31.905000,1937.609,0 days 00:32:17.609000,1967.191,0 days 00:32:47.191000,1857.766,0 days 00:30:57.766000,0 days 00:32:45.375000,,,Bahrain GP 2023
0 days 00:39:45.666000,HUL,27,nan,6.0,3.0,0 days 00:37:23.354000,nan,nan,0 days 00:01:00.251000,0 days 00:00:40.126000,nan,0 days 00:39:05.540000,0 days 00:39:45.851000,161.0,115.0,286.0,132.0,False,SOFT,1.0,True,Haas F1 Team,0 days 00:32:47.191000,2023-03-04 15:17:48.188,1,,False,nan,False,False,2023-03-04 15:17:48.188,2385.666,0 days 00:39:45.666000,,,2243.354,0 days 00:37:23.354000,,,,,60.251,0 days 00:01:00.251000,40.126,0 days 00:00:40.126000,,,2345.54,0 days 00:39:05.540000,2385.851,0 days 00:39:45.851000,1967.191,0 days 00:32:47.191000,,0 days 00:37:23.354000,,Bahrain GP 2023
0 days 00:41:16.870000,HUL,27,0 days 00:01:31.204000,7.0,3.0,nan,nan,0 days 00:00:29.049000,0 days 00:00:39.215000,0 days 00:00:22.940000,0 days 00:40:14.715000,0 days 00:40:53.930000,0 days 00:41:16.870000,241.0,270.0,284.0,318.0,True,SOFT,2.0,True,Haas F1 Team,0 days 00:39:45.666000,2023-03-04 15:24:46.663,1,,False,nan,False,True,2023-03-04 15:24:46.663,2476.87,0 days 00:41:16.870000,91.204,0 days 00:01:31.204000,,,,,29.049,0 days 00:00:29.049000,39.215,0 days 00:00:39.215000,22.94,0 days 00:00:22.940000,2414.715,0 days 00:40:14.715000,2453.93,0 days 00:40:53.930000,2476.87,0 days 00:41:16.870000,2385.666,0 days 00:39:45.666000,,,,Bahrain GP 2023
0 days 00:43:17.990000,HUL,27,0 days 00:02:01.120000,8.0,3.0,nan,0 days 00:43:16.176000,0 days 00:00:35.085000,0 days 00:00:52.090000,0 days 00:00:33.945000,0 days 00:41:51.955000,0 days 00:42:44.045000,0 days 00:43:17.990000,181.0,176.0,,226.0,False,SOFT,3.0,True,Haas F1 Team,0 days 00:41:16.870000,2023-03-04 15:26:17.867,1,,False,nan,False,False,2023-03-04 15:26:17.867,2597.99,0 days 00:43:17.990000,121.12,0 days 00:02:01.120000,,,2596.176,0 days 00:43:16.176000,35.085,0 days 00:00:35.085000,52.09,0 days 00:00:52.090000,33.945,0 days 00:00:33.945000,2511.955,0 days 00:41:51.955000,2564.045,0 days 00:42:44.045000,2597.99,0 days 00:43:17.990000,2476.87,0 days 00:41:16.870000,0 days 00:43:16.176000,,,Bahrain GP 2023
0 days 00:52:44.859000,HUL,27,nan,9.0,4.0,0 days 00:50:33.308000,nan,nan,0 days 00:00:55.215000,0 days 00:00:38.414000,nan,0 days 00:52:06.463000,0 days 00:52:44.900000,180.0,134.0,285.0,173.0,False,SOFT,4.0,False,Haas F1 Team,0 days 00:43:17.990000,2023-03-04 15:28:18.987,1,,False,nan,False,False,2023-03-04 15:28:18.987,3164.859,0 days 00:52:44.859000,,,3033.308,0 days 00:50:33.308000,,,,,55.215,0 days 00:00:55.215000,38.414,0 days 00:00:38.414000,,,3126.463,0 days 00:52:06.463000,3164.9,0 days 00:52:44.900000,2597.99,0 days 00:43:17.990000,,0 days 00:50:33.308000,,Bahrain GP 2023
0 days 00:54:16.791000,HUL,27,0 days 00:01:31.932000,10.0,4.0,nan,nan,0 days 00:00:29.430000,0 days 00:00:39.521000,0 days 00:00:22.981000,0 days 00:53:14.289000,0 days 00:53:53.810000,0 days 00:54:16.791000,241.0,270.0,287.0,316.0,True,SOFT,5.0,False,Haas F1 Team,0 days 00:52:44.859000,2023-03-04 15:37:45.856,1,,False,nan,False,True,2023-03-04 15:37:45.856,3256.791,0 days 00:54:16.791000,91.932,0 days 00:01:31.932000,,,,,29.43,0 days 00:00:29.430000,39.521,0 days 00:00:39.521000,22.981,0 days 00:00:22.981000,3194.289,0 days 00:53:14.289000,3233.81,0 days 00:53:53.810000,3256.791,0 days 00:54:16.791000,3164.859,0 days 00:52:44.859000,,,,Bahrain GP 2023
0 days 00:56:01.017000,HUL,27,0 days 00:01:44.226000,11.0,4.0,nan,0 days 00:55:59.349000,0 days 00:00:31.982000,0 days 00:00:43.546000,0 days 00:00:28.698000,0 days 00:54:48.773000,0 days 00:55:32.319000,0 days 00:56:01.017000,219.0,239.0,,267.0,False,SOFT,6.0,False,Haas F1 Team,0 days 00:54:16.791000,2023-03-04 15:39:17.788,1,,False,nan,False,False,2023-03-04 15:39:17.788,3361.017,0 days 00:56:01.017000,104.226,0 days 00:01:44.226000,,,3359.349,0 days 00:55:59.349000,31.982,0 days 00:00:31.982000,43.546,0 days 00:00:43.546000,28.698,0 days 00:00:28.698000,3288.773,0 days 00:54:48.773000,3332.319,0 days 00:55:32.319000,3361.017,0 days 00:56:01.017000,3256.791,0 days 00:54:16.791000,0 days 00:55:59.349000,,,Bahrain GP 2023
0 days 01:01:33.702000,HUL,27,nan,12.0,5.0,0 days 00:59:30.080000,nan,nan,0 days 00:00:54.544000,0 days 00:00:31.485000,nan,0 days 01:01:02.219000,0 days 01:01:33.875000,195.0,181.0,287.0,159.0,False,SOFT,1.0,True,Haas F1 Team,0 days 00:56:01.017000,2023-03-04 15:41:02.014,1,,False,nan,False,False,2023-03-04 15:41:02.014,3693.702,0 days 01:01:33.702000,,,3570.08,0 days 00:59:30.080000,,,,,54.544,0 days 00:00:54.544000,31.485,0 days 00:00:31.485000,,,3662.219,0 days 01:01:02.219000,3693.875,0 days 01:01:33.875000,3361.017,0 days 00:56:01.017000,,0 days 00:59:30.080000,,Bahrain GP 2023
0 days 01:03:04.511000,HUL,27,0 days 00:01:30.809000,13.0,5.0,nan,nan,0 days 00:00:29.042000,0 days 00:00:38.957000,0 days 00:00:22.810000,0 days 01:02:02.744000,0 days 01:02:41.701000,0 days 01:03:04.511000,241.0,270.0,286.0,317.0,True,SOFT,2.0,True,Haas F1 Team,0 days 01:01:33.702000,2023-03-04 15:46:34.699,1,,False,nan,False,True,2023-03-04 15:46:34.699,3784.511,0 days 01:03:04.511000,90.809,0 days 00:01:30.809000,,,,,29.042,0 days 00:00:29.042000,38.957,0 days 00:00:38.957000,22.81,0 days 00:00:22.810000,3722.744,0 days 01:02:02.744000,3761.701,0 days 01:02:41.701000,3784.511,0 days 01:03:04.511000,3693.702,0 days 01:01:33.702000,,,,Bahrain GP 2023
0 days 01:05:07.979000,HUL,27,0 days 00:02:03.468000,14.0,5.0,nan,0 days 01:05:06.168000,0 days 00:00:35.124000,0 days 00:00:52.674000,0 days 00:00:35.670000,0 days 01:03:39.635000,0 days 01:04:32.309000,0 days 01:05:07.979000,180.0,160.0,,230.0,False,SOFT,3.0,True,Haas F1 Team,0 days 01:03:04.511000,2023-03-04 15:48:05.508,1,,False,nan,False,False,2023-03-04 15:48:05.508,3907.979,0 days 01:05:07.979000,123.468,0 days 00:02:03.468000,,,3906.168,0 days 01:05:06.168000,35.124,0 days 00:00:35.124000,52.674,0 days 00:00:52.674000,35.67,0 days 00:00:35.670000,3819.635,0 days 01:03:39.635000,3872.309,0 days 01:04:32.309000,3907.979,0 days 01:05:07.979000,3784.511,0 days 01:03:04.511000,0 days 01:05:06.168000,,,Bahrain GP 2023
0 days 01:18:32.823000,HUL,27,nan,15.0,6.0,0 days 01:16:30.718000,nan,nan,0 days 00:00:53.657000,0 days 00:00:28.576000,nan,0 days 01:18:04.247000,0 days 01:18:32.840000,180.0,208.0,285.0,163.0,False,SOFT,1.0,True,Haas F1 Team,0 days 01:05:07.979000,2023-03-04 15:50:08.976,1,,False,nan,False,False,2023-03-04 15:50:08.976,4712.823,0 days 01:18:32.823000,,,4590.718,0 days 01:16:30.718000,,,,,53.657,0 days 00:00:53.657000,28.576,0 days 00:00:28.576000,,,4684.247,0 days 01:18:04.247000,4712.84,0 days 01:18:32.840000,3907.979,0 days 01:05:07.979000,,0 days 01:16:30.718000,,Bahrain GP 2023
0 days 01:20:03.878000,HUL,27,0 days 00:01:31.055000,16.0,6.0,nan,nan,0 days 00:00:29.132000,0 days 00:00:39.069000,0 days 00:00:22.854000,0 days 01:19:01.955000,0 days 01:19:41.024000,0 days 01:20:03.878000,242.0,270.0,286.0,315.0,False,SOFT,2.0,True,Haas F1 Team,0 days 01:18:32.823000,2023-03-04 16:03:33.820,1,,True,TRACK LIMITS AT TURN 4 LAP 17,False,True,2023-03-04 16:03:33.820,4803.878,0 days 01:20:03.878000,91.055,0 days 00:01:31.055000,,,,,29.132,0 days 00:00:29.132000,39.069,0 days 00:00:39.069000,22.854,0 days 00:00:22.854000,4741.955,0 days 01:19:01.955000,4781.024,0 days 01:19:41.024000,4803.878,0 days 01:20:03.878000,4712.823,0 days 01:18:32.823000,,,,Bahrain GP 2023
0 days 01:21:59.318000,HUL,27,0 days 00:01:55.440000,17.0,6.0,nan,0 days 01:21:57.509000,0 days 00:00:37.124000,0 days 00:00:47.385000,0 days 00:00:30.931000,0 days 01:20:41.002000,0 days 01:21:28.387000,0 days 01:21:59.318000,178.0,203.0,,200.0,False,SOFT,3.0,True,Haas F1 Team,0 days 01:20:03.878000,2023-03-04 16:05:04.875,1,,False,nan,False,False,2023-03-04 16:05:04.875,4919.318,0 days 01:21:59.318000,115.44,0 days 00:01:55.440000,,,4917.509,0 days 01:21:57.509000,37.124,0 days 00:00:37.124000,47.385,0 days 00:00:47.385000,30.931,0 days 00:00:30.931000,4841.002,0 days 01:20:41.002000,4888.387,0 days 01:21:28.387000,4919.318,0 days 01:21:59.318000,4803.878,0 days 01:20:03.878000,0 days 01:21:57.509000,,,Bahrain GP 2023
0 days 00:28:34.754000,NOR,4,nan,1.0,1.0,0 days 00:19:18.014000,0 days 00:21:32.559000,nan,nan,nan,nan,nan,nan,,,,151.0,False,SOFT,1.0,True,McLaren,0 days 00:19:18.014000,2023-03-04 15:04:19.011,15,,False,nan,False,False,2023-03-04 15:04:19.011,1714.754,0 days 00:28:34.754000,,,1158.014,0 days 00:19:18.014000,1292.559,0 days 00:21:32.559000,,,,,,,,,,,,,1158.014,0 days 00:19:18.014000,0 days 00:21:32.559000,0 days 00:19:18.014000,134.545,Bahrain GP 2023
0 days 00:30:50.975000,NOR,4,nan,2.0,2.0,0 days 00:28:34.754000,nan,nan,0 days 00:00:51.699000,0 days 00:00:37.238000,nan,0 days 00:30:13.737000,0 days 00:30:51.002000,181.0,218.0,286.0,77.0,False,SOFT,2.0,False,McLaren,0 days 00:28:34.754000,2023-03-04 15:13:35.751,1,,False,nan,False,False,2023-03-04 15:13:35.751,1850.975,0 days 00:30:50.975000,,,1714.754,0 days 00:28:34.754000,,,,,51.699,0 days 00:00:51.699000,37.238,0 days 00:00:37.238000,,,1813.737,0 days 00:30:13.737000,1851.002,0 days 00:30:51.002000,1714.754,0 days 00:28:34.754000,,0 days 00:28:34.754000,,Bahrain GP 2023
0 days 00:32:23.530000,NOR,4,0 days 00:01:32.555000,3.0,2.0,nan,nan,0 days 00:00:29.564000,0 days 00:00:39.794000,0 days 00:00:23.197000,0 days 00:31:20.539000,0 days 00:32:00.333000,0 days 00:32:23.530000,239.0,268.0,285.0,319.0,True,SOFT,3.0,False,McLaren,0 days 00:30:50.975000,2023-03-04 15:15:51.972,1,,False,nan,False,True,2023-03-04 15:15:51.972,1943.53,0 days 00:32:23.530000,92.555,0 days 00:01:32.555000,,,,,29.564,0 days 00:00:29.564000,39.794,0 days 00:00:39.794000,23.197,0 days 00:00:23.197000,1880.539,0 days 00:31:20.539000,1920.333,0 days 00:32:00.333000,1943.53,0 days 00:32:23.530000,1850.975,0 days 00:30:50.975000,,,,Bahrain GP 2023
0 days 00:34:10.396000,NOR,4,0 days 00:01:46.866000,4.0,2.0,nan,0 days 00:34:08.561000,0 days 00:00:33.966000,0 days 00:00:44.148000,0 days 00:00:28.752000,0 days 00:32:57.496000,0 days 00:33:41.644000,0 days 00:34:10.396000,197.0,217.0,,242.0,False,SOFT,4.0,False,McLaren,0 days 00:32:23.530000,2023-03-04 15:17:24.527,1,,False,nan,False,False,2023-03-04 15:17:24.527,2050.396,0 days 00:34:10.396000,106.866,0 days 00:01:46.866000,,,2048.561,0 days 00:34:08.561000,33.966,0 days 00:00:33.966000,44.148,0 days 00:00:44.148000,28.752,0 days 00:00:28.752000,1977.496,0 days 00:32:57.496000,2021.644,0 days 00:33:41.644000,2050.396,0 days 00:34:10.396000,1943.53,0 days 00:32:23.530000,0 days 00:34:08.561000,,,Bahrain GP 2023
0 days 00:39:08.962000,NOR,4,nan,5.0,3.0,0 days 00:36:57.901000,nan,nan,0 days 00:00:52.869000,0 days 00:00:33.467000,nan,0 days 00:38:35.509000,0 days 00:39:09.149000,166.0,138.0,286.0,81.0,False,SOFT,1.0,True,McLaren,0 days 00:34:10.396000,2023-03-04 15:19:11.393,1,,False,nan,False,False,2023-03-04 15:19:11.393,2348.962,0 days 00:39:08.962000,,,2217.901,0 days 00:36:57.901000,,,,,52.869,0 days 00:00:52.869000,33.467,0 days 00:00:33.467000,,,2315.509,0 days 00:38:35.509000,2349.149,0 days 00:39:09.149000,2050.396,0 days 00:34:10.396000,,0 days 00:36:57.901000,,Bahrain GP 2023
0 days 00:40:40.614000,NOR,4,0 days 00:01:31.652000,6.0,3.0,nan,nan,0 days 00:00:29.304000,0 days 00:00:39.257000,0 days 00:00:23.091000,0 days 00:39:38.266000,0 days 00:40:17.523000,0 days 00:40:40.614000,241.0,269.0,286.0,318.0,True,SOFT,2.0,True,McLaren,0 days 00:39:08.962000,2023-03-04 15:24:09.959,1,,False,nan,False,True,2023-03-04 15:24:09.959,2440.614,0 days 00:40:40.614000,91.652,0 days 00:01:31.652000,,,,,29.304,0 days 00:00:29.304000,39.257,0 days 00:00:39.257000,23.091,0 days 00:00:23.091000,2378.266,0 days 00:39:38.266000,2417.523,0 days 00:40:17.523000,2440.614,0 days 00:40:40.614000,2348.962,0 days 00:39:08.962000,,,,Bahrain GP 2023
0 days 00:42:43.030000,NOR,4,0 days 00:02:02.416000,7.0,3.0,nan,0 days 00:42:41.067000,0 days 00:00:36.404000,0 days 00:00:51.685000,0 days 00:00:34.327000,0 days 00:41:17.018000,0 days 00:42:08.703000,0 days 00:42:43.030000,166.0,187.0,,215.0,False,SOFT,3.0,True,McLaren,0 days 00:40:40.614000,2023-03-04 15:25:41.611,1,,False,nan,False,False,2023-03-04 15:25:41.611,2563.03,0 days 00:42:43.030000,122.416,0 days 00:02:02.416000,,,2561.067,0 days 00:42:41.067000,36.404,0 days 00:00:36.404000,51.685,0 days 00:00:51.685000,34.327,0 days 00:00:34.327000,2477.018,0 days 00:41:17.018000,2528.703,0 days 00:42:08.703000,2563.03,0 days 00:42:43.030000,2440.614,0 days 00:40:40.614000,0 days 00:42:41.067000,,,Bahrain GP 2023
0 days 00:53:06.416000,NOR,4,nan,8.0,4.0,0 days 00:51:00.527000,nan,nan,0 days 00:00:51.221000,0 days 00:00:37.780000,nan,0 days 00:52:28.681000,0 days 00:53:06.462000,181.0,197.0,284.0,152.0,False,SOFT,4.0,False,McLaren,0 days 00:42:43.030000,2023-03-04 15:27:44.027,1,,False,nan,False,False,2023-03-04 15:27:44.027,3186.416,0 days 00:53:06.416000,,,3060.527,0 days 00:51:00.527000,,,,,51.221,0 days 00:00:51.221000,37.78,0 days 00:00:37.780000,,,3148.681,0 days 00:52:28.681000,3186.462,0 days 00:53:06.462000,2563.03,0 days 00:42:43.030000,,0 days 00:51:00.527000,,Bahrain GP 2023
0 days 00:54:38.607000,NOR,4,0 days 00:01:32.191000,9.0,4.0,nan,nan,0 days 00:00:29.492000,0 days 00:00:39.628000,0 days 00:00:23.071000,0 days 00:53:35.908000,0 days 00:54:15.536000,0 days 00:54:38.607000,240.0,267.0,286.0,317.0,True,SOFT,5.0,False,McLaren,0 days 00:53:06.416000,2023-03-04 15:38:07.413,1,,False,nan,False,True,2023-03-04 15:38:07.413,3278.607,0 days 00:54:38.607000,92.191,0 days 00:01:32.191000,,,,,29.492,0 days 00:00:29.492000,39.628,0 days 00:00:39.628000,23.071,0 days 00:00:23.071000,3215.908,0 days 00:53:35.908000,3255.536,0 days 00:54:15.536000,3278.607,0 days 00:54:38.607000,3186.416,0 days 00:53:06.416000,,,,Bahrain GP 2023
0 days 00:56:34.200000,NOR,4,0 days 00:01:55.593000,10.0,4.0,nan,0 days 00:56:32.364000,0 days 00:00:34.607000,0 days 00:00:49.588000,0 days 00:00:31.398000,0 days 00:55:13.214000,0 days 00:56:02.802000,0 days 00:56:34.200000,191.0,188.0,,240.0,False,SOFT,6.0,False,McLaren,0 days 00:54:38.607000,2023-03-04 15:39:39.604,1,,False,nan,False,False,2023-03-04 15:39:39.604,3394.2,0 days 00:56:34.200000,115.593,0 days 00:01:55.593000,,,3392.364,0 days 00:56:32.364000,34.607,0 days 00:00:34.607000,49.588,0 days 00:00:49.588000,31.398,0 days 00:00:31.398000,3313.214,0 days 00:55:13.214000,3362.802,0 days 00:56:02.802000,3394.2,0 days 00:56:34.200000,3278.607,0 days 00:54:38.607000,0 days 00:56:32.364000,,,Bahrain GP 2023
0 days 01:02:01.454000,NOR,4,nan,11.0,5.0,0 days 00:59:50.923000,nan,nan,0 days 00:00:53.602000,0 days 00:00:32.707000,nan,0 days 01:01:28.750000,0 days 01:02:01.640000,176.0,160.0,285.0,89.0,False,SOFT,1.0,True,McLaren,0 days 00:56:34.200000,2023-03-04 15:41:35.197,1,,False,nan,False,False,2023-03-04 15:41:35.197,3721.454,0 days 01:02:01.454000,,,3590.923,0 days 00:59:50.923000,,,,,53.602,0 days 00:00:53.602000,32.707,0 days 00:00:32.707000,,,3688.75,0 days 01:01:28.750000,3721.64,0 days 01:02:01.640000,3394.2,0 days 00:56:34.200000,,0 days 00:59:50.923000,,Bahrain GP 2023
0 days 01:03:32.835000,NOR,4,0 days 00:01:31.381000,12.0,5.0,nan,nan,0 days 00:00:29.235000,0 days 00:00:39.210000,0 days 00:00:22.936000,0 days 01:02:30.689000,0 days 01:03:09.899000,0 days 01:03:32.835000,240.0,267.0,286.0,320.0,True,SOFT,2.0,True,McLaren,0 days 01:02:01.454000,2023-03-04 15:47:02.451,1,,False,nan,False,True,2023-03-04 15:47:02.451,3812.835,0 days 01:03:32.835000,91.381,0 days 00:01:31.381000,,,,,29.235,0 days 00:00:29.235000,39.21,0 days 00:00:39.210000,22.936,0 days 00:00:22.936000,3750.689,0 days 01:02:30.689000,3789.899,0 days 01:03:09.899000,3812.835,0 days 01:03:32.835000,3721.454,0 days 01:02:01.454000,,,,Bahrain GP 2023
0 days 01:05:35.495000,NOR,4,0 days 00:02:02.660000,13.0,5.0,nan,0 days 01:05:33.698000,0 days 00:00:36.744000,0 days 00:00:51.526000,0 days 00:00:34.390000,0 days 01:04:09.579000,0 days 01:05:01.105000,0 days 01:05:35.495000,178.0,177.0,,232.0,False,SOFT,3.0,True,McLaren,0 days 01:03:32.835000,2023-03-04 15:48:33.832,1,,False,nan,False,False,2023-03-04 15:48:33.832,3935.495,0 days 01:05:35.495000,122.66,0 days 00:02:02.660000,,,3933.698,0 days 01:05:33.698000,36.744,0 days 00:00:36.744000,51.526,0 days 00:00:51.526000,34.39,0 days 00:00:34.390000,3849.579,0 days 01:04:09.579000,3901.105,0 days 01:05:01.105000,3935.495,0 days 01:05:35.495000,3812.835,0 days 01:03:32.835000,0 days 01:05:33.698000,,,Bahrain GP 2023
