Driver,DriverName,Team,Session,LapNumber,Stint,Compound,LapTime_s,Sector1Time_s,Sector2Time_s,Sector3Time_s
PIA,PIA,McLaren,FP3,3.0,3.0,SOFT,87.36,26.536,38.49,22.334
PIA,PIA,McLaren,FP3,4.0,3.0,SOFT,74.359,19.677,34.839,19.843
PIA,PIA,McLaren,FP3,5.0,3.0,SOFT,94.785,26.098,46.666,22.021
PIA,PIA,McLaren,FP3,6.0,3.0,SOFT,72.875,19.1,34.158,19.617
PIA,PIA,McLaren,FP3,7.0,3.0,SOFT,109.255,25.529,49.881,33.845
PIA,PIA,McLaren,FP3,8.0,3.0,SOFT,72.684,19.077,34.13,19.477
PIA,PIA,McLaren,FP3,9.0,3.0,SOFT,98.681,23.563,48.897,26.221
PIA,PIA,McLaren,FP3,11.0,3.0,SOFT,72.791,19.104,34.14,19.547
PIA,PIA,McLaren,FP3,13.0,4.0,SOFT,95.28,28.566,40.935,25.779
PIA,PIA,McLaren,FP3,14.0,4.0,SOFT,72.399,18.971,34.064,19.364
PIA,PIA,McLaren,FP3,15.0,4.0,SOFT,110.13,29.784,48.736,31.61
PIA,PIA,McLaren,FP3,16.0,4.0,SOFT,72.174,18.905,33.937,19.332
PIA,PIA,McLaren,FP3,17.0,4.0,SOFT,99.442,28.576,46.408,24.458
PIA,PIA,McLaren,FP3,18.0,4.0,SOFT,72.527,19.099,33.884,19.544
PIA,PIA,McLaren,FP3,19.0,4.0,SOFT,134.017,25.369,42.943,65.705
PIA,PIA,McLaren,FP3,20.0,5.0,SOFT,103.922,26.687,49.905,27.33
PIA,PIA,McLaren,FP3,21.0,5.0,SOFT,71.901,18.865,33.851,19.185
PIA,PIA,McLaren,FP3,23.0,6.0,SOFT,105.369,32.807,50.431,22.131
PIA,PIA,McLaren,FP3,24.0,6.0,SOFT,146.656,26.192,50.589,69.875
LEC,LEC,Ferrari,Q,1.0,1.0,SOFT,107.009,33.194,44.49,29.325
LEC,LEC,Ferrari,Q,2.0,1.0,SOFT,72.839,19.297,34.137,19.405
LEC,LEC,Ferrari,Q,3.0,1.0,SOFT,97.033,27.498,43.667,25.868
LEC,LEC,Ferrari,Q,4.0,1.0,SOFT,72.452,18.794,34.388,19.27
LEC,LEC,Ferrari,Q,5.0,1.0,SOFT,116.238,21.593,38.423,56.222
LEC,LEC,Ferrari,Q,6.0,2.0,SOFT,102.528,31.705,42.437,28.386
LEC,LEC,Ferrari,Q,7.0,2.0,SOFT,71.653,18.702,33.831,19.12
LEC,LEC,Ferrari,Q,8.0,2.0,SOFT,99.792,22.608,40.264,36.92
LEC,LEC,Ferrari,Q,9.0,2.0,SOFT,71.584,18.597,33.825,19.162
LEC,LEC,Ferrari,Q,11.0,3.0,SOFT,96.347,35.471,39.094,21.782
LEC,LEC,Ferrari,Q,12.0,3.0,SOFT,71.356,18.703,33.591,19.062
LEC,LEC,Ferrari,Q,13.0,3.0,SOFT,95.734,24.641,44.923,26.17
LEC,LEC,Ferrari,Q,14.0,3.0,SOFT,71.289,18.567,33.634,19.088
LEC,LEC,Ferrari,Q,16.0,4.0,SOFT,83.239,25.432,36.737,21.07
LEC,LEC,Ferrari,Q,17.0,4.0,SOFT,70.825,18.48,33.44,18.905
LEC,LEC,Ferrari,Q,18.0,4.0,SOFT,90.654,21.544,41.146,27.964
LEC,LEC,Ferrari,Q,19.0,4.0,SOFT,71.074,18.533,33.523,19.018
LEC,LEC,Ferrari,Q,21.0,5.0,SOFT,92.957,31.527,38.943,22.487
LEC,LEC,Ferrari,Q,22.0,5.0,SOFT,70.418,18.438,33.185,18.795
LEC,LEC,Ferrari,Q,24.0,6.0,SOFT,95.143,33.211,39.071,22.861
LEC,LEC,Ferrari,Q,25.0,6.0,SOFT,70.27,18.386,33.174,18.71
PIA,PIA,McLaren,Q,1.0,1.0,SOFT,96.193,32.956,40.382,22.855
PIA,PIA,McLaren,Q,2.0,1.0,SOFT,83.932,21.443,39.154,23.335
PIA,PIA,McLaren,Q,3.0,1.0,SOFT,72.644,19.022,34.213,19.409
PIA,PIA,McLaren,Q,4.0,1.0,SOFT,114.216,28.625,45.465,40.126
PIA,PIA,McLaren,Q,5.0,1.0,SOFT,71.881,18.771,33.733,19.377
PIA,PIA,McLaren,Q,6.0,1.0,SOFT,94.691,25.594,44.648,24.449
PIA,PIA,McLaren,Q,8.0,2.0,SOFT,102.702,35.49,43.896,23.316
PIA,PIA,McLaren,Q,9.0,2.0,SOFT,72.099,18.872,33.472,19.755
PIA,PIA,McLaren,Q,10.0,2.0,SOFT,99.475,24.951,44.928,29.596
PIA,PIA,McLaren,Q,11.0,2.0,SOFT,71.5,18.614,33.707,19.179
PIA,PIA,McLaren,Q,13.0,3.0,SOFT,103.854,39.908,42.06,21.886
PIA,PIA,McLaren,Q,14.0,3.0,SOFT,71.373,18.665,33.562,19.146
PIA,PIA,McLaren,Q,16.0,4.0,SOFT,84.454,24.099,38.273,22.082
PIA,PIA,McLaren,Q,17.0,4.0,SOFT,70.756,18.471,33.291,18.994
PIA,PIA,McLaren,Q,19.0,5.0,SOFT,90.646,26.448,39.163,25.035
PIA,PIA,McLaren,Q,20.0,5.0,SOFT,70.444,18.524,33.156,18.764
PIA,PIA,McLaren,Q,22.0,6.0,SOFT,95.852,31.722,38.854,25.276
PIA,PIA,McLaren,Q,23.0,6.0,SOFT,70.424,18.303,33.38,18.741
SAI,SAI,Ferrari,Q,1.0,1.0,SOFT,111.026,32.124,47.324,31.578
SAI,SAI,Ferrari,Q,2.0,1.0,SOFT,80.355,20.643,36.56,23.152
SAI,SAI,Ferrari,Q,3.0,1.0,SOFT,72.291,18.977,34.081,19.233
SAI,SAI,Ferrari,Q,4.0,1.0,SOFT,99.649,29.379,42.369,27.901
SAI,SAI,Ferrari,Q,5.0,1.0,SOFT,104.831,31.027,49.287,24.517
SAI,SAI,Ferrari,Q,6.0,1.0,SOFT,71.942,18.846,34.013,19.083
SAI,SAI,Ferrari,Q,7.0,1.0,SOFT,117.688,24.613,48.977,44.098
SAI,SAI,Ferrari,Q,8.0,2.0,SOFT,100.212,32.757,42.744,24.711
SAI,SAI,Ferrari,Q,9.0,2.0,SOFT,89.794,19.998,37.898,31.898
SAI,SAI,Ferrari,Q,10.0,2.0,SOFT,71.543,18.679,33.614,19.25
SAI,SAI,Ferrari,Q,12.0,3.0,SOFT,99.336,37.107,40.322,21.907
SAI,SAI,Ferrari,Q,13.0,3.0,SOFT,71.177,18.621,33.616,18.94
SAI,SAI,Ferrari,Q,15.0,4.0,SOFT,86.096,25.423,39.103,21.57
SAI,SAI,Ferrari,Q,16.0,4.0,SOFT,71.075,18.669,33.543,18.863
SAI,SAI,Ferrari,Q,17.0,4.0,SOFT,103.878,27.232,44.616,32.03
SAI,SAI,Ferrari,Q,18.0,4.0,SOFT,108.156,29.9,45.469,32.787
SAI,SAI,Ferrari,Q,19.0,4.0,SOFT,71.18,18.666,33.548,18.966
SAI,SAI,Ferrari,Q,22.0,5.0,SOFT,81.953,19.839,39.686,22.428
SAI,SAI,Ferrari,Q,23.0,5.0,SOFT,70.673,18.521,33.356,18.796
SAI,SAI,Ferrari,Q,25.0,6.0,SOFT,108.745,40.073,44.942,23.73
SAI,SAI,Ferrari,Q,26.0,6.0,SOFT,83.069,19.997,38.202,24.87
SAI,SAI,Ferrari,Q,27.0,6.0,SOFT,70.518,18.494,33.241,18.783
NOR,NOR,McLaren,Q,1.0,1.0,SOFT,94.53,32.187,40.968,21.375
NOR,NOR,McLaren,Q,2.0,1.0,SOFT,74.086,19.409,34.926,19.751
NOR,NOR,McLaren,Q,3.0,1.0,SOFT,99.177,28.686,45.023,25.468
NOR,NOR,McLaren,Q,4.0,1.0,SOFT,72.609,19.127,34.184,19.298
NOR,NOR,McLaren,Q,5.0,1.0,SOFT,99.713,27.317,48.311,24.085
NOR,NOR,McLaren,Q,6.0,1.0,SOFT,72.379,18.885,34.196,19.298
NOR,NOR,McLaren,Q,7.0,1.0,SOFT,102.833,27.532,44.796,30.505
NOR,NOR,McLaren,Q,8.0,1.0,SOFT,104.172,19.149,34.264,50.759
NOR,NOR,McLaren,Q,9.0,2.0,SOFT,96.85,26.576,39.317,30.957
NOR,NOR,McLaren,Q,10.0,2.0,SOFT,98.641,18.857,39.2,40.584
NOR,NOR,McLaren,Q,11.0,3.0,SOFT,101.622,22.766,41.598,37.258
NOR,NOR,McLaren,Q,12.0,3.0,SOFT,71.76,18.756,33.793,19.211
NOR,NOR,McLaren,Q,14.0,4.0,SOFT,92.965,28.085,41.639,23.241
NOR,NOR,McLaren,Q,15.0,4.0,SOFT,71.372,18.716,33.72,18.936
NOR,NOR,McLaren,Q,16.0,4.0,SOFT,94.84,25.287,46.849,22.704
NOR,NOR,McLaren,Q,17.0,4.0,SOFT,71.429,18.612,33.805,19.012
NOR,NOR,McLaren,Q,19.0,5.0,SOFT,81.838,23.839,37.182,20.817
NOR,NOR,McLaren,Q,20.0,5.0,SOFT,70.732,18.432,33.415,18.885
NOR,NOR,McLaren,Q,22.0,6.0,SOFT,84.989,24.709,38.125,22.155
NOR,NOR,McLaren,Q,23.0,6.0,SOFT,70.94,18.57,33.473,18.897
NOR,NOR,McLaren,Q,25.0,7.0,SOFT,92.649,24.778,37.413,30.458
NOR,NOR,McLaren,Q,26.0,7.0,SOFT,70.542,18.466,33.34,18.736
RUS,RUS,Mercedes,Q,1.0,1.0,SOFT,87.673,28.041,38.208,21.424
RUS,RUS,Mercedes,Q,2.0,1.0,SOFT,84.444,21.633,37.514,25.297
RUS,RUS,Mercedes,Q,3.0,1.0,SOFT,73.238,18.998,34.621,19.619
RUS,RUS,Mercedes,Q,4.0,1.0,SOFT,97.479,25.805,47.342,24.332
RUS,RUS,Mercedes,Q,5.0,1.0,SOFT,72.267,18.787,34.08,19.4
RUS,RUS,Mercedes,Q,6.0,1.0,SOFT,112.435,28.815,56.883,26.737
RUS,RUS,Mercedes,Q,7.0,1.0,SOFT,71.939,18.73,34.022,19.187
RUS,RUS,Mercedes,Q,8.0,1.0,SOFT,113.761,26.791,43.093,43.877
RUS,RUS,Mercedes,Q,9.0,2.0,SOFT,85.3,25.227,37.535,22.538
RUS,RUS,Mercedes,Q,10.0,2.0,SOFT,71.492,18.544,33.894,19.054
RUS,RUS,Mercedes,Q,11.0,2.0,SOFT,118.803,29.349,60.29,29.164
RUS,RUS,Mercedes,Q,13.0,3.0,SOFT,103.668,35.83,44.452,23.386
RUS,RUS,Mercedes,Q,14.0,3.0,SOFT,93.724,23.358,40.719,29.647
RUS,RUS,Mercedes,Q,15.0,3.0,SOFT,71.517,18.611,33.739,19.167
RUS,RUS,Mercedes,Q,16.0,3.0,SOFT,111.633,22.635,38.243,50.755
RUS,RUS,Mercedes,Q,17.0,4.0,SOFT,86.308,25.345,38.056,22.907
RUS,RUS,Mercedes,Q,18.0,4.0,SOFT,70.929,18.461,33.498,18.97
RUS,RUS,Mercedes,Q,19.0,4.0,SOFT,124.767,27.469,44.319,52.979
RUS,RUS,Mercedes,Q,20.0,5.0,SOFT,98.18,27.716,46.672,23.792
RUS,RUS,Mercedes,Q,22.0,6.0,SOFT,84.62,25.965,37.909,20.746
RUS,RUS,Mercedes,Q,23.0,6.0,SOFT,85.441,18.438,45.542,21.461
RUS,RUS,Mercedes,Q,24.0,6.0,SOFT,70.918,18.416,33.548,18.954
RUS,RUS,Mercedes,Q,26.0,7.0,SOFT,85.372,27.227,37.377,20.768
RUS,RUS,Mercedes,Q,27.0,7.0,SOFT,70.543,18.244,33.462,18.837
VER,VER,Red Bull Racing,Q,1.0,1.0,SOFT,105.455,36.488,40.978,27.989
VER,VER,Red Bull Racing,Q,2.0,1.0,SOFT,72.79,18.936,34.604,19.25
VER,VER,Red Bull Racing,Q,3.0,1.0,SOFT,111.646,29.88,46.045,35.721
VER,VER,Red Bull Racing,Q,4.0,1.0,SOFT,72.084,18.672,34.163,19.249
VER,VER,Red Bull Racing,Q,5.0,1.0,SOFT,101.545,27.654,46.936,26.955
VER,VER,Red Bull Racing,Q,6.0,1.0,SOFT,71.97,18.524,34.075,19.371
VER,VER,Red Bull Racing,Q,7.0,1.0,SOFT,99.003,28.609,44.457,25.937
VER,VER,Red Bull Racing,Q,8.0,1.0,SOFT,103.103,26.925,44.342,31.836
VER,VER,Red Bull Racing,Q,9.0,1.0,SOFT,71.711,18.612,33.97,19.129
VER,VER,Red Bull Racing,Q,10.0,1.0,SOFT,102.177,26.578,47.224,28.375
VER,VER,Red Bull Racing,Q,11.0,1.0,SOFT,71.923,18.579,33.965,19.379
VER,VER,Red Bull Racing,Q,13.0,2.0,SOFT,94.002,32.038,37.897,24.067
VER,VER,Red Bull Racing,Q,14.0,2.0,SOFT,71.196,18.481,33.751,18.964
VER,VER,Red Bull Racing,Q,15.0,2.0,SOFT,94.879,25.321,43.591,25.967
VER,VER,Red Bull Racing,Q,16.0,2.0,SOFT,71.019,18.352,33.673,18.994
VER,VER,Red Bull Racing,Q,18.0,3.0,SOFT,85.984,25.241,38.842,21.901
VER,VER,Red Bull Racing,Q,19.0,3.0,SOFT,86.95,20.542,41.15,25.258
VER,VER,Red Bull Racing,Q,20.0,3.0,SOFT,70.745,18.292,33.502,18.951
VER,VER,Red Bull Racing,Q,22.0,4.0,SOFT,96.191,30.489,39.154,26.548
VER,VER,Red Bull Racing,Q,23.0,4.0,SOFT,90.709,20.441,48.644,21.624
VER,VER,Red Bull Racing,Q,24.0,4.0,SOFT,70.567,18.255,33.424,18.888
VER,VER,Red Bull Racing,Q,26.0,5.0,SOFT,85.256,24.233,38.768,22.255
VER,VER,Red Bull Racing,Q,27.0,5.0,SOFT,91.412,20.646,44.25,26.516
HAM,HAM,Mercedes,Q,1.0,1.0,SOFT,88.074,26.637,39.689,21.748
HAM,HAM,Mercedes,Q,2.0,1.0,SOFT,79.55,21.174,37.522,20.854
HAM,HAM,Mercedes,Q,3.0,1.0,SOFT,72.954,19.067,34.529,19.358
HAM,HAM,Mercedes,Q,4.0,1.0,SOFT,117.786,36.914,52.869,28.003
HAM,HAM,Mercedes,Q,5.0,1.0,SOFT,72.461,18.792,34.084,19.585
HAM,HAM,Mercedes,Q,6.0,1.0,SOFT,106.762,23.617,56.074,27.071
HAM,HAM,Mercedes,Q,7.0,1.0,SOFT,96.743,29.155,46.789,20.799
HAM,HAM,Mercedes,Q,8.0,1.0,SOFT,71.916,18.735,33.964,19.217
HAM,HAM,Mercedes,Q,9.0,1.0,SOFT,104.125,23.498,40.343,40.284
HAM,HAM,Mercedes,Q,10.0,2.0,SOFT,91.117,25.374,38.56,27.183
HAM,HAM,Mercedes,Q,11.0,2.0,SOFT,71.528,18.689,33.784,19.055
HAM,HAM,Mercedes,Q,13.0,3.0,SOFT,109.062,39.746,42.909,26.407
HAM,HAM,Mercedes,Q,14.0,3.0,SOFT,78.124,20.68,37.134,20.31
HAM,HAM,Mercedes,Q,15.0,3.0,SOFT,71.502,18.659,33.85,18.993
HAM,HAM,Mercedes,Q,16.0,3.0,SOFT,102.501,23.237,40.398,38.866
HAM,HAM,Mercedes,Q,17.0,4.0,SOFT,82.574,22.758,37.225,22.591
HAM,HAM,Mercedes,Q,18.0,4.0,SOFT,71.11,18.601,33.493,19.016
HAM,HAM,Mercedes,Q,19.0,4.0,SOFT,126.564,26.95,46.32,53.294
HAM,HAM,Mercedes,Q,20.0,5.0,SOFT,97.952,35.822,40.059,22.071
HAM,HAM,Mercedes,Q,21.0,5.0,SOFT,71.056,18.479,33.6,18.977
HAM,HAM,Mercedes,Q,23.0,6.0,SOFT,85.34,28.528,36.393,20.419
HAM,HAM,Mercedes,Q,24.0,6.0,SOFT,70.975,18.407,33.649,18.919
HAM,HAM,Mercedes,Q,26.0,7.0,SOFT,79.656,23.038,36.733,19.885
HAM,HAM,Mercedes,Q,27.0,7.0,SOFT,70.621,18.372,33.439,18.81
TSU,TSU,RB,Q,1.0,1.0,SOFT,94.084,33.272,39.307,21.505
TSU,TSU,RB,Q,2.0,1.0,SOFT,73.087,19.056,34.369,19.662
TSU,TSU,RB,Q,3.0,1.0,SOFT,97.231,28.329,45.163,23.739
TSU,TSU,RB,Q,4.0,1.0,SOFT,72.752,19.057,34.135,19.56
TSU,TSU,RB,Q,6.0,2.0,SOFT,97.058,30.665,42.369,24.024
TSU,TSU,RB,Q,7.0,2.0,SOFT,71.852,18.845,33.582,19.425
TSU,TSU,RB,Q,8.0,2.0,SOFT,107.786,27.419,44.156,36.211
TSU,TSU,RB,Q,9.0,2.0,SOFT,72.213,18.971,33.868,19.374
TSU,TSU,RB,Q,11.0,3.0,SOFT,95.837,36.112,38.976,20.749
TSU,TSU,RB,Q,12.0,3.0,SOFT,71.257,18.711,33.551,18.995
TSU,TSU,RB,Q,13.0,3.0,SOFT,98.297,23.557,45.543,29.197
TSU,TSU,RB,Q,14.0,3.0,SOFT,94.768,27.597,44.961,22.21
TSU,TSU,RB,Q,15.0,3.0,SOFT,71.683,18.825,33.69,19.168
TSU,TSU,RB,Q,17.0,4.0,SOFT,112.087,35.668,48.11,28.309
TSU,TSU,RB,Q,18.0,4.0,SOFT,71.106,18.611,33.501,18.994
TSU,TSU,RB,Q,20.0,5.0,SOFT,92.273,28.396,42.846,21.031
TSU,TSU,RB,Q,21.0,5.0,SOFT,71.605,18.777,33.743,19.085
TSU,TSU,RB,Q,23.0,6.0,SOFT,96.688,33.446,41.647,21.595
TSU,TSU,RB,Q,24.0,6.0,SOFT,70.858,18.595,33.47,18.793
ALB,ALB,Williams,Q,1.0,1.0,SOFT,92.353,29.645,40.992,21.716
ALB,ALB,Williams,Q,2.0,1.0,SOFT,87.135,20.288,39.293,27.554
ALB,ALB,Williams,Q,3.0,1.0,SOFT,73.328,18.96,34.638,19.73
ALB,ALB,Williams,Q,4.0,1.0,SOFT,115.799,35.425,47.148,33.226
ALB,ALB,Williams,Q,5.0,1.0,SOFT,72.702,19.007,34.544,19.151
ALB,ALB,Williams,Q,6.0,1.0,SOFT,99.155,26.453,47.291,25.411
ALB,ALB,Williams,Q,7.0,1.0,SOFT,72.478,18.765,34.482,19.231
ALB,ALB,Williams,Q,8.0,1.0,SOFT,106.431,21.765,41.043,43.623
ALB,ALB,Williams,Q,9.0,2.0,SOFT,98.981,28.246,41.871,28.864
ALB,ALB,Williams,Q,10.0,2.0,SOFT,71.753,18.748,33.94,19.065
ALB,ALB,Williams,Q,11.0,2.0,SOFT,102.38,26.335,46.569,29.476
ALB,ALB,Williams,Q,12.0,2.0,SOFT,71.623,18.635,33.925,19.063
ALB,ALB,Williams,Q,14.0,3.0,SOFT,90.702,28.374,40.584,21.744
ALB,ALB,Williams,Q,15.0,3.0,SOFT,84.76,18.843,44.279,21.638
ALB,ALB,Williams,Q,16.0,3.0,SOFT,71.66,18.823,33.833,19.004
ALB,ALB,Williams,Q,17.0,3.0,SOFT,98.414,27.284,46.844,24.286
ALB,ALB,Williams,Q,18.0,3.0,SOFT,71.607,18.709,33.899,18.999
ALB,ALB,Williams,Q,20.0,4.0,SOFT,92.438,28.14,41.845,22.453
ALB,ALB,Williams,Q,21.0,4.0,SOFT,71.216,18.594,33.684,18.938
ALB,ALB,Williams,Q,22.0,4.0,SOFT,96.792,24.394,46.933,25.465
ALB,ALB,Williams,Q,24.0,5.0,SOFT,91.99,28.335,41.248,22.407
ALB,ALB,Williams,Q,25.0,5.0,SOFT,71.805,18.718,34.052,19.035
ALB,ALB,Williams,Q,26.0,5.0,SOFT,111.754,22.749,41.103,47.902
ALB,ALB,Williams,Q,27.0,6.0,SOFT,89.313,28.413,39.761,21.139
ALB,ALB,Williams,Q,28.0,6.0,SOFT,70.948,18.487,33.597,18.864
GAS,GAS,Alpine,Q,1.0,1.0,SOFT,99.364,32.818,43.217,23.329
GAS,GAS,Alpine,Q,2.0,1.0,SOFT,74.032,19.57,34.729,19.733
GAS,GAS,Alpine,Q,3.0,1.0,SOFT,95.022,25.751,46.39,22.881
GAS,GAS,Alpine,Q,4.0,1.0,SOFT,72.736,19.029,34.291,19.416
GAS,GAS,Alpine,Q,5.0,1.0,SOFT,100.965,30.253,47.172,23.54
GAS,GAS,Alpine,Q,6.0,1.0,SOFT,72.113,19.032,33.806,19.275
GAS,GAS,Alpine,Q,8.0,2.0,SOFT,91.379,29.641,40.379,21.359
GAS,GAS,Alpine,Q,9.0,2.0,SOFT,74.708,18.681,33.819,22.208
GAS,GAS,Alpine,Q,10.0,2.0,SOFT,104.86,27.955,42.323,34.582
GAS,GAS,Alpine,Q,11.0,2.0,SOFT,71.714,18.649,33.684,19.381
GAS,GAS,Alpine,Q,13.0,3.0,SOFT,100.169,38.98,37.913,23.276
GAS,GAS,Alpine,Q,14.0,3.0,SOFT,72.495,18.923,33.883,19.689
GAS,GAS,Alpine,Q,15.0,3.0,SOFT,97.686,28.82,44.427,24.439
GAS,GAS,Alpine,Q,16.0,3.0,SOFT,91.616,27.22,42.32,22.076
GAS,GAS,Alpine,Q,17.0,3.0,SOFT,71.334,18.688,33.593,19.053
GAS,GAS,Alpine,Q,19.0,4.0,SOFT,92.023,28.899,40.135,22.989
GAS,GAS,Alpine,Q,20.0,4.0,SOFT,91.053,23.233,42.406,25.414
GAS,GAS,Alpine,Q,21.0,4.0,SOFT,70.896,18.481,33.453,18.962
GAS,GAS,Alpine,Q,23.0,5.0,SOFT,92.299,28.183,40.853,23.263
GAS,GAS,Alpine,Q,24.0,5.0,SOFT,86.312,24.884,38.65,22.778
GAS,GAS,Alpine,Q,25.0,5.0,SOFT,71.311,18.637,33.599,19.075
GAS,GAS,Alpine,Q,27.0,6.0,SOFT,99.144,31.076,43.651,24.417
GAS,GAS,Alpine,Q,28.0,6.0,SOFT,88.741,22.968,41.64,24.133
GAS,GAS,Alpine,Q,29.0,6.0,SOFT,71.505,18.533,33.401,19.571
OCO,OCO,Alpine,Q,1.0,1.0,SOFT,104.932,39.559,39.039,26.334
OCO,OCO,Alpine,Q,2.0,1.0,SOFT,73.659,19.598,34.537,19.524
OCO,OCO,Alpine,Q,3.0,1.0,SOFT,98.069,25.582,45.133,27.354
OCO,OCO,Alpine,Q,4.0,1.0,SOFT,72.506,19.055,34.104,19.347
OCO,OCO,Alpine,Q,5.0,1.0,SOFT,93.805,26.348,44.537,22.92
OCO,OCO,Alpine,Q,6.0,1.0,SOFT,72.23,18.882,34.155,19.193
OCO,OCO,Alpine,Q,8.0,2.0,SOFT,94.652,30.359,38.273,26.02
OCO,OCO,Alpine,Q,9.0,2.0,SOFT,71.906,18.848,33.81,19.248
OCO,OCO,Alpine,Q,10.0,2.0,SOFT,108.306,26.239,44.516,37.551
OCO,OCO,Alpine,Q,11.0,2.0,SOFT,71.887,18.761,33.802,19.324
OCO,OCO,Alpine,Q,13.0,3.0,SOFT,107.273,41.966,40.93,24.377
OCO,OCO,Alpine,Q,14.0,3.0,SOFT,83.529,19.417,42.084,22.028
OCO,OCO,Alpine,Q,15.0,3.0,SOFT,71.285,18.701,33.539,19.045
OCO,OCO,Alpine,Q,16.0,3.0,SOFT,95.42,27.583,42.887,24.95
OCO,OCO,Alpine,Q,18.0,4.0,SOFT,92.719,29.961,39.881,22.877
OCO,OCO,Alpine,Q,19.0,4.0,SOFT,87.094,21.718,37.613,27.763
RIC,RIC,RB,Q,1.0,1.0,SOFT,93.598,30.322,40.479,22.797
RIC,RIC,RB,Q,2.0,1.0,SOFT,74.337,19.478,35.06,19.799
RIC,RIC,RB,Q,3.0,1.0,SOFT,106.67,29.241,50.958,26.471
RIC,RIC,RB,Q,4.0,1.0,SOFT,97.553,21.427,41.406,34.72
RIC,RIC,RB,Q,5.0,1.0,SOFT,72.766,19.208,34.21,19.348
RIC,RIC,RB,Q,7.0,2.0,SOFT,93.645,28.33,41.756,23.559
RIC,RIC,RB,Q,8.0,2.0,SOFT,72.122,18.992,33.97,19.16
RIC,RIC,RB,Q,9.0,2.0,SOFT,106.289,29.34,51.409,25.54
RIC,RIC,RB,Q,10.0,2.0,SOFT,106.199,28.49,42.749,34.96
RIC,RIC,RB,Q,11.0,2.0,SOFT,71.785,18.895,33.708,19.182
RIC,RIC,RB,Q,13.0,3.0,SOFT,89.758,28.196,39.609,21.953
RIC,RIC,RB,Q,14.0,3.0,SOFT,72.194,18.975,33.801,19.418
RIC,RIC,RB,Q,15.0,3.0,SOFT,94.799,27.171,41.527,26.101
RIC,RIC,RB,Q,16.0,3.0,SOFT,108.013,,,27.13
RIC,RIC,RB,Q,17.0,3.0,SOFT,72.064,19.041,33.811,19.212
RIC,RIC,RB,Q,19.0,4.0,SOFT,97.999,32.145,38.549,27.305
RIC,RIC,RB,Q,20.0,4.0,SOFT,71.482,18.77,33.705,19.007
STR,STR,Aston Martin,Q,1.0,1.0,SOFT,103.191,36.005,37.029,30.157
STR,STR,Aston Martin,Q,2.0,1.0,SOFT,80.373,19.998,36.339,24.036
STR,STR,Aston Martin,Q,3.0,1.0,SOFT,72.826,18.953,34.384,19.489
STR,STR,Aston Martin,Q,4.0,1.0,SOFT,115.759,26.775,44.588,44.396
STR,STR,Aston Martin,Q,5.0,1.0,SOFT,72.239,18.869,34.043,19.327
STR,STR,Aston Martin,Q,7.0,2.0,SOFT,95.008,29.882,41.523,23.603
STR,STR,Aston Martin,Q,8.0,2.0,SOFT,71.728,18.643,33.85,19.235
STR,STR,Aston Martin,Q,9.0,2.0,SOFT,111.655,32.864,54.255,24.536
STR,STR,Aston Martin,Q,10.0,2.0,SOFT,72.026,18.695,34.111,19.22
STR,STR,Aston Martin,Q,12.0,3.0,SOFT,96.364,28.615,43.422,24.327
STR,STR,Aston Martin,Q,13.0,3.0,SOFT,71.563,18.687,33.774,19.102
STR,STR,Aston Martin,Q,15.0,4.0,SOFT,104.37,34.267,39.03,31.073
STR,STR,Aston Martin,Q,16.0,4.0,SOFT,71.618,18.542,33.773,19.303
HUL,HUL,Haas F1 Team,Q,1.0,1.0,SOFT,87.533,24.045,37.127,26.361
HUL,HUL,Haas F1 Team,Q,2.0,1.0,SOFT,72.416,18.951,34.118,19.347
HUL,HUL,Haas F1 Team,Q,3.0,1.0,SOFT,113.596,30.79,46.633,36.173
HUL,HUL,Haas F1 Team,Q,4.0,1.0,SOFT,72.286,19.22,33.785,19.281
HUL,HUL,Haas F1 Team,Q,6.0,2.0,SOFT,95.449,28.872,45.363,21.214
HUL,HUL,Haas F1 Team,Q,7.0,2.0,SOFT,71.876,18.824,33.857,19.195
HUL,HUL,Haas F1 Team,Q,8.0,2.0,SOFT,101.592,28.573,50.467,22.552
HUL,HUL,Haas F1 Team,Q,9.0,2.0,SOFT,72.357,18.967,34.066,19.324
HUL,HUL,Haas F1 Team,Q,11.0,3.0,SOFT,81.603,24.235,36.655,20.713
HUL,HUL,Haas F1 Team,Q,12.0,3.0,SOFT,71.928,18.903,33.847,19.178
HUL,HUL,Haas F1 Team,Q,13.0,3.0,SOFT,95.683,24.697,48.708,22.278
HUL,HUL,Haas F1 Team,Q,14.0,3.0,SOFT,93.148,27.505,43.806,21.837
HUL,HUL,Haas F1 Team,Q,15.0,3.0,SOFT,72.08,18.879,33.922,19.279
HUL,HUL,Haas F1 Team,Q,17.0,4.0,SOFT,90.617,27.168,40.59,22.859
HUL,HUL,Haas F1 Team,Q,18.0,4.0,SOFT,89.833,22.706,43.037,24.09
HUL,HUL,Haas F1 Team,Q,19.0,4.0,SOFT,71.44,18.67,33.631,19.139
ALO,ALO,Aston Martin,Q,1.0,1.0,SOFT,97.671,35.725,39.022,22.924
ALO,ALO,Aston Martin,Q,2.0,1.0,SOFT,90.414,19.246,47.026,24.142
ALO,ALO,Aston Martin,Q,3.0,1.0,SOFT,72.927,19.211,34.444,19.272
